1,70,902.60,341.02,39.94,52.29,1,-1,-1,-1
1,69,633.54,219.47,35.85,33.92,1,-1,-1,-1
1,68,579.39,248.60,31.33,34.25,1,-1,-1,-1
1,67,509.88,246.76,25.31,29.00,1,-1,-1,-1
1,66,542.20,199.73,28.51,22.04,1,-1,-1,-1
1,65,520.11,196.95,19.57,28.87,1,-1,-1,-1
1,64,521.50,136.93,18.00,12.99,1,-1,-1,-1
1,63,525.48,167.51,15.13,14.92,1,-1,-1,-1
1,62,408.43,231.31,23.14,27.10,1,-1,-1,-1
1,61,594.81,447.75,59.29,68.82,1,-1,-1,-1
1,60,598.41,280.51,43.41,54.15,1,-1,-1,-1
1,59,158.39,506.97,84.34,87.70,1,-1,-1,-1
1,58,543.04,250.23,30.04,42.32,1,-1,-1,-1
1,57,668.31,218.25,34.15,37.13,1,-1,-1,-1
1,56,512.48,229.83,22.86,28.79,1,-1,-1,-1
1,55,284.69,313.64,37.00,55.62,1,-1,-1,-1
1,54,902.99,424.97,96.32,86.67,1,-1,-1,-1
1,53,98.87,461.28,109.89,121.63,1,-1,-1,-1
1,52,715.52,500.72,79.20,112.91,1,-1,-1,-1
1,51,503.67,517.94,61.29,104.90,1,-1,-1,-1
1,50,78.62,580.35,131.30,135.14,1,-1,-1,-1
1,49,1074.37,520.95,102.11,80.43,1,-1,-1,-1
1,48,901.16,521.69,109.04,117.40,1,-1,-1,-1
1,47,158.39,506.97,84.34,87.70,1,-1,-1,-1
1,46,450.60,120.60,30.15,43.40,1,-1,-1,-1
1,45,116.21,463.58,105.35,117.28,1,-1,-1,-1
1,44,503.67,517.94,61.29,104.90,1,-1,-1,-1
1,43,88.35,525.65,138.97,177.03,1,-1,-1,-1
1,42,312.77,293.34,28.29,27.50,1,-1,-1,-1
1,41,726.69,289.05,45.42,33.80,1,-1,-1,-1
1,40,668.31,218.25,34.15,37.13,1,-1,-1,-1
1,39,769.30,286.92,40.43,33.27,1,-1,-1,-1
1,38,786.10,285.55,38.52,32.43,1,-1,-1,-1
1,37,633.54,219.47,35.85,33.92,1,-1,-1,-1
1,36,579.39,248.60,31.33,34.25,1,-1,-1,-1
1,35,283.48,339.41,31.64,41.15,1,-1,-1,-1
1,34,932.33,413.08,78.65,64.81,1,-1,-1,-1
1,33,543.04,250.23,30.04,42.32,1,-1,-1,-1
1,32,284.69,313.64,37.00,55.62,1,-1,-1,-1
1,31,512.48,229.83,22.86,28.79,1,-1,-1,-1
1,30,408.43,231.31,23.14,27.10,1,-1,-1,-1
1,29,706.98,301.41,44.29,49.31,1,-1,-1,-1
1,28,724.54,254.34,41.32,31.77,1,-1,-1,-1
1,27,715.52,500.72,79.20,112.91,1,-1,-1,-1
1,26,663.43,254.59,39.23,32.94,1,-1,-1,-1
1,25,196.42,392.02,40.79,37.77,1,-1,-1,-1
1,24,902.60,341.02,39.94,52.29,1,-1,-1,-1
1,23,253.57,350.36,29.86,35.86,1,-1,-1,-1
1,22,189.11,405.75,39.48,34.37,1,-1,-1,-1
1,21,230.56,375.47,39.89,33.23,1,-1,-1,-1
1,20,747.31,350.80,49.19,46.17,1,-1,-1,-1
1,19,347.00,339.00,36.37,55.61,1,-1,-1,-1
1,18,509.88,246.76,25.31,29.00,1,-1,-1,-1
1,17,902.99,424.97,96.32,86.67,1,-1,-1,-1
1,16,594.81,447.75,59.29,68.82,1,-1,-1,-1
1,15,769.72,316.58,45.67,40.13,1,-1,-1,-1
1,14,856.07,348.15,49.95,48.21,1,-1,-1,-1
1,13,243.84,593.29,57.91,86.38,1,-1,-1,-1
1,12,507.96,336.28,40.60,45.55,1,-1,-1,-1
1,11,344.67,322.97,34.41,35.11,1,-1,-1,-1
1,10,1074.37,520.95,102.11,80.43,1,-1,-1,-1
1,9,813.99,321.54,47.94,39.77,1,-1,-1,-1
1,8,277.87,535.39,49.23,61.62,1,-1,-1,-1
1,7,598.41,280.51,43.41,54.15,1,-1,-1,-1
1,6,633.78,579.49,84.24,134.22,1,-1,-1,-1
1,5,563.79,333.32,42.07,50.54,1,-1,-1,-1
1,4,321.13,438.20,43.51,46.26,1,-1,-1,-1
1,3,353.40,368.55,35.03,50.65,1,-1,-1,-1
1,2,827.96,371.44,55.21,54.89,1,-1,-1,-1
1,1,512.41,374.26,44.81,55.96,1,-1,-1,-1
2,75,165.70,426.06,41.83,29.96,1,-1,-1,-1
2,74,959.10,430.25,50.04,54.88,1,-1,-1,-1
2,73,1137.54,664.35,130.81,52.95,1,-1,-1,-1
2,72,503.43,532.45,60.62,98.48,1,-1,-1,-1
2,71,698.82,287.80,53.21,50.74,1,-1,-1,-1
2,70,901.23,341.36,39.39,51.83,1,-1,-1,-1
2,69,632.69,218.87,36.77,34.47,1,-1,-1,-1
2,68,582.52,249.08,30.27,32.02,1,-1,-1,-1
2,67,508.55,247.18,25.66,28.52,1,-1,-1,-1
2,66,542.53,199.83,27.62,20.28,1,-1,-1,-1
